origin,destination,demand_pax_week,yield_cents_per_km,yield_eur_per_km,yield_source,price_source,distance_km,price_eur,travel_time_min,direct_utility,alternative_utility,utility_gap_direct_minus_alt,direct_share_bound,direct_op_cost_per_pax_eur,direct_margin_per_pax_eur,market_potential_pax_week,market_potential_revenue_week,market_potential_margin_week
FRA,JFK,429.2277142857143,5.567777777777778,0.05567777777777778,via_mad,via_mad_avg_radial_price,6189.283874340963,211.5323138001271,514.1962905755722,-14.514572087513987,-16.233119673702348,1.718547586188361,0.317267239673331,311.29040140236845,-99.75808760224135,136.17989210272174,28806.447669540386,-13585.04560604709
FRA,LIS,232.93928571428572,7.010000000000001,0.07010000000000001,via_mad,via_mad_avg_radial_price,1873.84706028188,85.31618846515984,190.538529521141,-5.517094359726016,-7.267092232914926,1.74999787318891,0.3241184558699927,157.7443163791581,-72.42812791399827,75.49992159717334,6441.365540089232,-5468.3179789369115
FRA,LPA,196.40442857142853,6.136666666666667,0.06136666666666667,via_mad,via_mad_avg_radial_price,3184.9003803404203,105.54143177094856,288.8675285255315,-7.888179205929601,-10.5212124569481,2.6330332510184977,0.5369640877473592,239.14958788606094,-133.60815611511237,105.46212481739848,11130.623650834723,-14090.600036834441
FRA,MAD,590.4832857142857,7.010000000000001,0.07010000000000001,directo,yield_times_distance,1422.0505721451593,99.68574510737568,156.65379291088695,-5.126790760365252,-6.7578328892865045,1.6310421289212522,0.29862281494942416,129.69159325955783,-30.005848152182153,176.3317809605851,17577.764971166485,-5290.984643907161
FRA,PMI,883.8754285714286,7.010000000000001,0.07010000000000001,via_mad,via_mad_avg_radial_price,1252.0928531664106,80.69677929981827,143.9069639874808,-4.492074865745981,-6.567356426119156,2.075281560373175,0.39900202108297056,119.13866299617146,-38.44188369635319,352.66808238557684,28459.17841035902,-13557.225406482248
GRU,LHR,161.0152857142857,5.285555555555556,0.05285555555555556,via_mad,via_mad_avg_radial_price,9460.787343345432,295.64936263446657,759.5590507509073,-21.10416826770748,-21.95492295516262,0.8507546874551402,0.16326237759833664,459.83109199871103,-164.18172936424446,26.287738375389775,7771.953095785595,-4315.966347546308
GRU,LIS,192.5517142857143,5.285555555555556,0.05285555555555556,via_mad,via_mad_avg_radial_price,7935.2833762035125,260.11752868726984,645.1462532152634,-18.105275638050664,-19.27559286587447,1.170317227823805,0.2117198811273799,390.566481725907,-130.44895303863717,40.76702605944465,10604.218070512272,-5318.015867953393
GRU,MAD,209.78914285714288,5.285555555555556,0.05285555555555556,directo,yield_times_distance,8377.59190069899,442.80227412916776,678.3193925524242,-22.42243333363184,-25.466744115937693,3.0443107823058533,0.6363146568370105,410.6492400991392,32.15303403002855,133.49190644527343,59110.51975180518,4292.169810668264
IBZ,BCN,1091.9328571428573,12.98857142857143,0.1298857142857143,via_mad,via_mad_avg_radial_price,276.1549778829403,66.84935413904972,70.71162334122052,-2.7512195496054046,-3.7630252095462997,1.011805659940895,0.18647173628933533,58.54121322366841,8.308140915381315,203.61461578280336,13611.505558351164,1691.6589203547546
IBZ,MAD,755.9572857142857,13.064285714285715,0.13064285714285714,directo,yield_times_distance,458.2394725643367,59.865713951440846,84.36796044232526,-2.884673487875322,-4.250035781776123,1.3653622939008012,0.24609581063611205,69.84711322022571,-9.981399268784862,186.0379210341321,11137.292964750091,-1856.918768976342
IBZ,MXP,220.87199999999999,8.64,0.0864,via_mad,via_mad_avg_radial_price,964.0503082107999,80.77217334693043,122.30377311580999,-4.061518929254809,-6.491477911196506,2.429958981941698,0.4862665382564094,101.25366837474465,-20.48149502781422,107.40266283776965,8675.146500654253,-2199.767104885786
IBZ,PMI,436.77285714285716,10.715555555555556,0.10715555555555556,via_mad,via_mad_avg_radial_price,139.78771871092172,59.451781144867425,60.48407890331913,-2.398717200963731,-3.54210403977163,1.1433868388078992,0.20726023730095872,50.073965105144374,9.37781603972305,90.52564601804632,5381.910895062629,848.9328552343259
IBZ,VLC,197.60999999999996,12.98857142857143,0.1298857142857143,via_mad,via_mad_avg_radial_price,173.93139955932486,65.34862385125642,63.044854966949366,-2.567869576364116,-3.6443466673897222,1.0764770910256063,0.1964818743451521,52.193997576123664,13.154626275132756,38.8267831893455,2537.276849994825,510.7518223214471
JFK,AMS,341.0904285714286,5.567777777777778,0.05567777777777778,via_mad,via_mad_avg_radial_price,5847.3632516271855,211.8238108400127,488.5522438720389,-14.007521094241032,-15.998101338022558,1.990580243781526,0.3788749078777575,295.76569665782745,-83.94188581781475,129.23060470298483,27374.119165345513,-10847.860664145106
JFK,BCN,397.0798571428572,5.567777777777778,0.05567777777777778,via_mad,via_mad_avg_radial_price,6150.093075516737,197.44443220454158,511.2569806637553,-14.174028257365938,-15.798758923465874,1.6247306660999357,0.2973025789306625,309.5109662351656,-112.06653403062401,118.05286556999047,23308.881012585847,-13229.77547681202
JFK,BRU,326.56871428571424,5.567777777777778,0.05567777777777778,via_mad,via_mad_avg_radial_price,5885.351084280075,221.49290821688862,491.4013313210056,-14.257884790757885,-15.499920905087256,1.2420361143293714,0.22393672275407325,297.490511853648,-75.99760363675938,73.13072763115414,16197.937543041506,-5557.76005218026
JFK,FCO,488.57257142857145,5.567777777777778,0.05567777777777778,via_mad,via_mad_avg_radial_price,6865.555203326465,208.5959137783898,564.9166402494849,-15.470251080557494,-17.10726690027428,1.637015819716785,0.29987549113600215,341.99610328829107,-133.40018950990128,146.51093981272234,30561.583368765485,-19544.587136290902
JFK,FRA,400.8464285714286,5.567777777777778,0.05567777777777778,via_mad,via_mad_avg_radial_price,6189.283874340963,211.5323138001271,514.1962905755722,-14.514572087513987,-16.233119673702348,1.718547586188361,0.317267239673331,311.29040140236845,-99.75808760224135,127.17543992577018,26901.71506604723,-12686.778676968563
JFK,LHR,2018.5265714285713,5.567777777777778,0.05567777777777778,via_mad,via_mad_avg_radial_price,5539.286623648814,230.19810232289763,465.44649677366107,-13.912891981931175,-14.454987863406293,0.5420958814751184,0.12533938895786817,281.7776585860154,-51.57955626311775,253.00088705807775,58240.32408677925,-13049.67348863082
JFK,MAD,711.3587142857143,5.569999999999999,0.05569999999999999,directo,yield_times_distance,5762.054156815669,320.9464165346327,482.15406176117517,-16.062009565916156,-18.147891704201044,2.0858821382848873,0.40154673402749913,291.89228738973105,29.05412914490165,285.64376844342945,91676.34388736708,8299.130937791782
JFK,MXP,339.2661428571429,5.567777777777778,0.05567777777777778,via_mad,via_mad_avg_radial_price,6412.595065655376,211.3672514124223,530.9446299241532,-14.846237626731511,-17.80794159780905,2.96170397107754,0.6169913241741481,321.42971468447513,-110.06246327205284,209.3242667288843,44244.294912405036,-23038.74441879722
LHR,AGP,258.0792857142857,10.995555555555555,0.10995555555555554,via_mad,via_mad_avg_radial_price,1676.6129590529367,98.62744224107865,175.74597192897025,-5.487468283400978,-6.703556756220776,1.2160884728197976,0.21945962782439207,145.4977545381453,-46.87031229706665,56.63798399204208,5586.059494826268,-2654.6399975832737
LHR,BCN,1021.1625714285716,10.995555555555555,0.10995555555555554,via_mad,via_mad_avg_radial_price,1148.4603050714518,106.76014081677111,136.13452288035887,-4.8578932739426,-6.180244065608667,1.322350791666067,0.23820318265513213,112.70396229746486,-5.943821480693742,243.24417452258444,25968.782324890362,-1445.799949580955
LHR,BIO,183.57471428571426,10.995555555555555,0.10995555555555554,via_mad,via_mad_avg_radial_price,927.5491652156835,109.34612558645689,119.56618739117626,-4.578246259552663,-6.924572929947367,2.3463266703947037,0.4654103436056465,98.9872575351786,10.358868051278293,85.43757085302265,9342.267352296423,885.0365230882018
