simulation,parameter,origin,destination,value,delta_vs_1
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,JFK,1.001456179,0.001456179
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,BCN,1.001131732,0.001131732
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,LHR,MAD,1.001068782,0.001068782
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,MAD,1.000968922,0.000968922
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,PMI,1.000450288,0.000450288
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,BCN,1.000447645,0.000447645
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,VLC,MAD,1.000376777,0.000376777
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BIO,BCN,1.000372678,0.000372678
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,BIO,1.000371682,0.000371682
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,BIO,1.000330762,0.000330762
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,IBZ,1.000327936,0.000327936
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,IBZ,BCN,1.000327020,0.000327020
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BIO,MAD,1.000294104,0.000294104
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,MAH,1.000277348,0.000277348
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAH,BCN,1.000234318,0.000234318
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,VLC,PMI,1.000205144,0.000205144
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,LHR,BIO,1.000199203,0.000199203
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BCN,MXP,1.000184560,0.000184560
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,LHR,1.000158506,0.000158506
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MXP,BCN,1.000153817,0.000153817
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,VLC,1.000151314,0.000151314
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAD,VLC,1.000131801,0.000131801
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,IBZ,1.000118908,0.000118908
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,BIO,LHR,1.000118185,0.000118185
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,IBZ,PMI,1.000115407,0.000115407
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,PMI,MAH,1.000092572,0.000092572
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,MAH,PMI,1.000089738,0.000089738
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,IBZ,VLC,1.000052821,0.000052821
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,alfa_od,VLC,IBZ,1.000050361,0.000050361
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,EZE,MAD,0.905598017,-0.094401983
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,SVQ,MAD,0.921903183,-0.078096817
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MEX,MAD,0.930142417,-0.069857583
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,GRU,MAD,0.990928627,-0.009071373
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,LHR,BIO,1.000992580,0.000992580
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,JFK,MAD,1.000887979,0.000887979
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,VLC,MAD,1.000704914,0.000704914
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,LHR,MAD,1.000686158,0.000686158
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,JFK,1.000645877,0.000645877
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BIO,BCN,1.000612795,0.000612795
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,BIO,1.000611217,0.000611217
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BIO,LHR,1.000597427,0.000597427
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,BIO,1.000492669,0.000492669
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,VLC,PMI,1.000482195,0.000482195
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,IBZ,1.000457537,0.000457537
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,IBZ,1.000449328,0.000449328
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,IBZ,BCN,1.000448120,0.000448120
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,IBZ,PMI,1.000444507,0.000444507
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BIO,MAD,1.000436913,0.000436913
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,BCN,1.000427573,0.000427573
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,MAH,1.000425842,0.000425842
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAH,PMI,1.000413216,0.000413216
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,IBZ,VLC,1.000409084,0.000409084
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,MAH,1.000406118,0.000406118
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,VLC,IBZ,1.000390661,0.000390661
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,MAD,1.000362613,0.000362613
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,VLC,1.000360048,0.000360048
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAH,BCN,1.000345117,0.000345117
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,PMI,1.000342839,0.000342839
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,PMI,BCN,1.000340895,0.000340895
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,BCN,MXP,1.000245612,0.000245612
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,VLC,1.000235009,0.000235009
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MXP,BCN,1.000207365,0.000207365
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,LHR,1.000098599,0.000098599
bud=5.00e+06_lam=10_alfa=0.1_mu_al=1.00e-08_mu_bet=1.00e-03_python.mat,beta_od,MAD,GRU,0.999999267,-0.000000733
